[PokaPoka @ 332965ms/2s/3m/13h, 28d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 804102ms/2s/3m/13h, 28d/6mo/2021y] --> Toggled developergui --> True
[PokaPoka @ 678808ms/8s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(500-44)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(203-223-6), size(50-50) @ pos(1230-50)]
[PokaPoka @ 478779ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 494294ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 512791ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 532237ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 550817ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 568796ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 584725ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 603706ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 619717ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 636672ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 652714ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 668674ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 684664ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 701302ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 717250ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 733914ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 750956ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 768659ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 785164ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 802115ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 818115ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 834714ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 851717ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 866679ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 883190ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 900229ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 916659ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 933274ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 958972ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 985979ms/21s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 15012ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 45921ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 75956ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 102853ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 124454ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 140244ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 157685ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 175847ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 193987ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 213711ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 231664ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 251164ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 269148ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 287130ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 306796ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 324311ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 342661ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 360658ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 378637ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 396170ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 415784ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 435730ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 454234ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 473778ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 490769ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 507736ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 527759ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 544996ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 561584ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 577507ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 594026ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 610330ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 627379ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 645608ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 667968ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 690546ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 712777ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 732748ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 749746ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 766733ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 783793ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 800717ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 818748ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 839695ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 860104ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 880745ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 901797ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 921746ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 944952ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 964760ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 984707ms/22s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 2767ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 19748ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 42866ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 63876ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 84368ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 99781ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 115740ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 131700ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 148248ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 164835ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 181789ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 198652ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 214507ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 230453ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 248922ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 267528ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 284995ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 301221ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 316972ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 333387ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 351075ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 367140ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 384252ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
[PokaPoka @ 399574ms/23s/3m/13h, 28d/6mo/2021y] --> Item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)] interacted with hotbar slot(8) resulting in overflow --> Dropped item Entity[rgb(210-185-25), size(50-50) @ pos(1230-50)]
